ID,pipeline_label,pipeline_score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,overall_roberta_score,roberta_label,productAsin,country,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin
752,POSITIVE,0.9878831505775452,0.127,0.616,0.257,0.5574,0.0101206275,0.081042334,0.9088371,0.9088371,Positive,B09G9J5JZX,United Arab Emirates,30-12-2023,True,5,HAPPY TO GET IT,Received in good packaging and condition. cant say any thing bad as this phone working perfectly as it should be.,https://www.amazon.ae/gp/customer-reviews/RK9GO7XH4I6TB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 30 December 2023,Size: 128 GBColour: Blue,B09G9DZFQ7
753,POSITIVE,0.9998588562011719,0.0,0.256,0.744,0.4404,0.008658487,0.099322185,0.89201933,0.89201933,Positive,B09G9J5JZX,United Arab Emirates,19-02-2024,True,5,I,Good product,https://www.amazon.ae/gp/customer-reviews/R3Q7SDXK3NU0ZO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 19 February 2024,Size: 128 GBColour: Blue,B09G9DZFQ7
754,POSITIVE,0.9998524188995361,0.0,0.448,0.552,0.5719,0.01172335,0.14557602,0.84270066,0.84270066,Positive,B09G9J5JZX,United Arab Emirates,11-01-2024,True,5,Perfect,Perfect buying I ever had,https://www.amazon.ae/gp/customer-reviews/R1D1IL2ZMLOXCG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 11 January 2024,Size: 128 GBColour: Blue,B09G9DZFQ7
755,POSITIVE,0.9997439980506897,0.0,0.655,0.345,0.8588,0.0024001894,0.014323366,0.9832765,0.9832765,Positive,B09G9J5JZX,United Arab Emirates,08-10-2023,True,5,Five stars,The phone was in perfect condition and suited me very well . The delivery was smooth . The phone was ideal for me,https://www.amazon.ae/gp/customer-reviews/R1O6U6WCX6PZ7Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 8 October 2023,Size: 128 GBColour: Blue,B09G9DZFQ7
756,POSITIVE,0.9986104965209961,0.0,0.825,0.175,0.5256,0.0049341326,0.061899245,0.9331666,0.9331666,Positive,B09G9J5JZX,United Arab Emirates,11-04-2023,True,4,Old but gold.,"Fast delivery, without any troubles.Good price for 1-year-old product. Most valuable colour with combination of protective case.",https://www.amazon.ae/gp/customer-reviews/R3PEJRUXOISJCS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 11 April 2023,Size: 128 GBColour: Blue,B09G9DZFQ7
757,POSITIVE,0.999849796295166,0.0,0.58,0.42,0.4404,0.004161967,0.042216178,0.95362186,0.95362186,Positive,B09G9J5JZX,United Arab Emirates,14-05-2023,True,5,Good,Good Product. delivered same day.thanks,https://www.amazon.ae/gp/customer-reviews/R3MZOVNH2ZZWYG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G1TTR,Reviewed in the United Arab Emirates on 14 May 2023,Size: 128 GBColour: Red,B09G9G1TTR
758,POSITIVE,0.999757707118988,0.24,0.441,0.318,0.3802,0.0022833075,0.012436186,0.98528045,0.98528045,Positive,B09G9J5JZX,United Arab Emirates,26-11-2022,True,5,Great phone,Great product. Got it delivered well ahead of time. No complaints so far!,https://www.amazon.ae/gp/customer-reviews/R1096GR4AT9H98/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G1TTR,Reviewed in the United Arab Emirates on 26 November 2022,Size: 128 GBColour: Red,B09G9G1TTR
759,NEGATIVE,0.9993515610694885,0.127,0.647,0.226,0.3857,0.6534822,0.2871296,0.05938821,0.6534822,Negative,B09G9J5JZX,United Arab Emirates,14-08-2022,True,3,Very short Apple Care left.,Phone box still original seals and protection fitted but there was only 61 days left of Apple Care. Not impressed.,https://www.amazon.ae/gp/customer-reviews/R3V0FUPHS9J3OZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G1TTR,Reviewed in the United Arab Emirates on 14 August 2022,Size: 128 GBColour: Red,B09G9G1TTR
760,NEGATIVE,0.9991527795791626,0.108,0.733,0.159,0.3094,0.7556642,0.23206665,0.01226908,0.7556642,Negative,B09G9J5JZX,United Arab Emirates,31-10-2021,True,1,Box is open and original sealed is open too,I just received my order iphone 13 product res. But why the box is open??? The original seal is cut? Why?,https://www.amazon.ae/gp/customer-reviews/R34CEJAPSXY1R6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G1TTR,Reviewed in the United Arab Emirates on 31 October 2021,Size: 128 GBColour: Red,B09G9G1TTR
761,POSITIVE,0.9998610019683838,0.0,0.256,0.744,0.4404,0.0069783498,0.066301934,0.9267198,0.9267198,Positive,B09G9J5JZX,United Arab Emirates,03-10-2023,True,4,As Advertised,Good product.,https://www.amazon.ae/gp/customer-reviews/R2CS4JA1R9IWVZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 3 October 2023,Size: 256 GBColour: Red,B09G9G5D68
762,POSITIVE,0.9998576641082764,0.0,0.256,0.744,0.4404,0.0052168416,0.093377344,0.9014058,0.9014058,Positive,B09G9J5JZX,United Arab Emirates,04-04-2023,True,4,Good 👍🏻,Good 👍🏻,https://www.amazon.ae/gp/customer-reviews/R2D8EU8E2O52YE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 4 April 2023,Size: 256 GBColour: Red,B09G9G5D68
763,POSITIVE,0.9757382273674011,0.0,0.833,0.167,0.6597,0.14707881,0.34974775,0.5031735,0.5031735,Positive,B09G9J5JZX,United Arab Emirates,20-12-2021,True,2,Battery is not long lasting,"I bought this phone yesterday, facing issues like its getting heat while speaking and battery is not long lasting as i experienced until now. camera quality is good as other iphones.",https://www.amazon.ae/gp/customer-reviews/R3U44RNISYPVK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 20 December 2021,Size: 256 GBColour: Red,B09G9G5D68
764,NEGATIVE,0.9970794916152954,0.0,1.0,0.0,0.0,0.22898063,0.61119723,0.1598221,0.61119723,Neutral,B09G9J5JZX,United Arab Emirates,02-02-2022,True,1,Warranty Issue,Hi I received the item and found that the warranty is only for 8 months ! How is this possible ? It should be 12 month.... @amazon team FBA can you check with the Apple and get back ASAP?,https://www.amazon.ae/gp/customer-reviews/R2FO4EAWXB6GPT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 2 February 2022,Size: 256 GBColour: Red,B09G9G5D68
765,NEGATIVE,0.9997650980949402,0.357,0.643,0.0,-0.1695,0.77096117,0.21065053,0.018388294,0.77096117,Negative,B09G9J5JZX,United Arab Emirates,10-12-2021,False,4,great phone,not worth it though,https://www.amazon.ae/gp/customer-reviews/R3I3MI8ADF5205/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9G5D68,Reviewed in the United Arab Emirates on 10 December 2021,Size: 256 GBColour: Red,B09G9G5D68
766,POSITIVE,0.9998254179954529,0.0,0.0,1.0,0.6369,0.039513744,0.3143924,0.6460939,0.6460939,Positive,B09G9J5JZX,United Arab Emirates,27-03-2024,True,5,Excellent.,Best.,https://www.amazon.ae/gp/customer-reviews/R23SD5ONH1SZA3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G94PDVL,Reviewed in the United Arab Emirates on 27 March 2024,Size: 512 GBColour: Red,B09G94PDVL
767,NEGATIVE,0.9535501003265381,0.0,0.929,0.071,0.2263,0.030903028,0.21711688,0.7519801,0.7519801,Positive,B09G9J5JZX,United Arab Emirates,17-01-2022,True,5,I like the pbone colour it very very light babg pink,"Its worth to buy, i lovd the pink color it cames onlh with charger wire without the plug yoj neex tk buy separatly. the price realy expensive",https://www.amazon.ae/gp/customer-reviews/R22I9DIOD55HL6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G937QLL,Reviewed in the United Arab Emirates on 17 January 2022,Size: 512 GBColour: Pink,B09G937QLL
768,NEGATIVE,0.9446828365325928,0.073,0.908,0.019,-0.6017,0.5928758,0.36077446,0.04634973,0.5928758,Negative,B09G9J5JZX,United Arab Emirates,15-10-2021,False,5,For people complaining about FACETIME and Non Sealed Box !,"Stop giving bad reviews because of facetime or no sealed box.. this device has facetime but facetime is not allowed inside UAE by the government, therefore it doesn't work inside UAE and you can't find it in your iphone but outside of UAE in any other country it will work. You can confirm by going to iphone settings and then notifications, FaceTime is present there !!!And secondly the iphone 13 series devices OFFICIALY don't come with Sealed boxes. And it doesn't mean the devices are used!",https://www.amazon.ae/gp/customer-reviews/RMN4LQMTHUBRJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G937QLL,Reviewed in the United Arab Emirates on 15 October 2021,Size: 512 GBColour: Pink,B09G937QLL
769,POSITIVE,0.6830599904060364,0.0,1.0,0.0,0.0,0.2125074,0.7449856,0.04250706,0.7449856,Neutral,B09G9J5JZX,United Arab Emirates,13-11-2022,True,5,نفس الوصف,نفس الوصف,https://www.amazon.ae/gp/customer-reviews/RSID98YPRPXF6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G98MBX1,Reviewed in the United Arab Emirates on 13 November 2022,Size: 512 GBColour: Blue,B09G98MBX1
770,NEGATIVE,0.5848021507263184,0.0,1.0,0.0,0.0,0.2236415,0.74562865,0.030729901,0.74562865,Neutral,B09G9J5JZX,United Arab Emirates,24-06-2023,True,1,منتج غير حقيقي,منتج غير اصلي ، وانصح بعدم الشراء من خلاله,https://www.amazon.ae/gp/customer-reviews/R3U0BKU354YE83/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G98MBX1,Reviewed in the United Arab Emirates on 24 June 2023,Size: 512 GBColour: Blue,B09G98MBX1
771,POSITIVE,0.537821352481842,0.0,1.0,0.0,0.0,0.18411314,0.7598083,0.056078527,0.7598083,Neutral,B09G9J5JZX,Egypt,18-04-2023,True,5,تمام,شكرا,,Reviewed in Egypt on 18 April 2023,Size: 512 GBColour: Blue,B09G98MBX1
772,POSITIVE,0.9996086955070496,0.0,0.709,0.291,0.9022,0.002339904,0.01608177,0.98157835,0.98157835,Positive,B09G9J5JZX,United Arab Emirates,31-03-2022,True,5,Data transfer from old to new iPhone without cloud backup,Loved the way the data was transferred from my old iPhone to new iPhone without having to do a Cloud back up - perfect to keep loyalty for iPhone users when upgrading,https://www.amazon.ae/gp/customer-reviews/RGXN1Y1PQBI3I/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 31 March 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
773,NEGATIVE,0.9811654090881348,0.061,0.67,0.269,0.8248,0.2295786,0.5210228,0.24939851,0.5210228,Neutral,B09G9J5JZX,United Arab Emirates,31-03-2022,True,3,no facetime no second sim card,they mention it has facetime and digital dual sim card support. but no facetime and dual sim and also expensive than other place like general shop or noon. i like amazon so i bought from amazon. can you explain...,https://www.amazon.ae/gp/customer-reviews/R3UB0YH8EWFAHB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 31 March 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
774,POSITIVE,0.9998517036437988,0.0,0.0,1.0,0.5719,0.045410655,0.30522615,0.6493632,0.6493632,Positive,B09G9J5JZX,United Arab Emirates,13-01-2023,True,5,Value for money,Perfect,https://www.amazon.ae/gp/customer-reviews/R32QCS5KEPDT73/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 13 January 2023,Size: 128 GBColour: Blue,B09G9DZFQ7
775,NEGATIVE,0.999220609664917,0.0,0.86,0.14,0.5023,0.2399928,0.66426474,0.09574247,0.66426474,Neutral,B09G9J5JZX,United Arab Emirates,05-02-2022,True,5,Brand new - 100% match,It does come with facetime but it depends if your country supports facetime. It is brand new and never been opened.,https://www.amazon.ae/gp/customer-reviews/RNGP9BC7MUC16/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 5 February 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
776,POSITIVE,0.999677300453186,0.0,0.733,0.267,0.807,0.0012185829,0.008284983,0.9904964,0.9904964,Positive,B09G9J5JZX,United Arab Emirates,09-12-2021,True,5,Great product,"Quick delivery and iPhone 13 is as good as I expected, it was really a great update in the processing speed and photography feature.",https://www.amazon.ae/gp/customer-reviews/R12CBRHXZUFMFU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 9 December 2021,Size: 128 GBColour: Blue,B09G9DZFQ7
777,NEGATIVE,0.9853606820106506,0.0,0.808,0.192,0.5859,0.03142827,0.096675746,0.87189597,0.87189597,Positive,B09G9J5JZX,United Arab Emirates,20-05-2022,True,5,apple product is amazing as always,i switch from Iphone XS and 13 looks amazing the only issue is Facetime not available in UAE,https://www.amazon.ae/gp/customer-reviews/R21GMA7GKAJF1L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 20 May 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
778,POSITIVE,0.9998705387115479,0.0,0.61,0.39,0.4927,0.0013602594,0.011246649,0.9873931,0.9873931,Positive,B09G9J5JZX,United Arab Emirates,28-07-2022,True,5,Awsome,The color blue looks very good.,https://www.amazon.ae/gp/customer-reviews/R30LWVWO08DL37/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 28 July 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
779,POSITIVE,0.9998562335968018,0.0,0.58,0.42,0.4404,0.008630974,0.18630888,0.8050601,0.8050601,Positive,B09G9J5JZX,United Arab Emirates,05-08-2022,True,5,As expected,Delivery and item all good,https://www.amazon.ae/gp/customer-reviews/RH79NVBWI4HO4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 5 August 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
780,NEGATIVE,0.9989456534385681,0.0,0.966,0.034,0.0772,0.24072838,0.56705236,0.19221927,0.56705236,Neutral,B09G9J5JZX,United Arab Emirates,17-03-2023,True,1,Not iOS15. Came with iOS 16.2 out of the box,"Advertised that it comes with iOS15. Instead it was already on iOS16.2. Don't force updates on your customers. We buy the hardware, we own the hardware, we should decide what we want to do with it, not Apple.",https://www.amazon.ae/gp/customer-reviews/R2DKMQOG9TADCV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 17 March 2023,Size: 128 GBColour: Blue,B09G9DZFQ7
781,POSITIVE,0.9998520612716675,0.0,0.238,0.762,0.4927,0.0052738166,0.042851776,0.9518744,0.9518744,Positive,B09G9J5JZX,United Arab Emirates,02-08-2022,True,5,Excellent phone with excellent customer service,Very good,https://www.amazon.ae/gp/customer-reviews/R1681R4OU1YJN1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 2 August 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
782,POSITIVE,0.9998552799224854,0.0,0.511,0.489,0.7717,0.0013255726,0.01354953,0.9851248,0.9851248,Positive,B09G9J5JZX,United Arab Emirates,26-12-2021,True,5,Ideal product to gift for Xmas,Lovely product to gift for Xmas and new year,https://www.amazon.ae/gp/customer-reviews/R6PNSEZRQNLI1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 26 December 2021,Size: 128 GBColour: Blue,B09G9DZFQ7
783,NEGATIVE,0.9955188035964966,0.155,0.746,0.099,-0.5867,0.8663195,0.122928225,0.010752265,0.8663195,Negative,B09G9J5JZX,United Arab Emirates,18-10-2022,True,1,I want any one to follow me or call me urgently because the mobile not good,My product was not good the screen came black suddenly and I want any one to follow me because this is up normal the mobile new and no accident was made on it please i want any one to call me and follow me urgently,https://www.amazon.ae/gp/customer-reviews/R1IORSKXILL8N5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 18 October 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
784,NEGATIVE,0.983632504940033,0.151,0.736,0.114,-0.4136,0.9499762,0.045888238,0.0041356105,0.9499762,Negative,B09G9J5JZX,United Arab Emirates,12-10-2022,True,1,Second Hand - used very badly!!!!,I bought this item and it came as fully used and IB a very bad situation. I brought back to Turkey as a gift and they opened and saw the situation. I am so upset. Never ever buy from here. Ready to use photos.,https://www.amazon.ae/gp/customer-reviews/RHA67X7K8K2DW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 12 October 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
785,POSITIVE,0.9964756369590759,0.0,0.781,0.219,0.4754,0.0038438693,0.06902752,0.9271286,0.9271286,Positive,B09G9J5JZX,United Arab Emirates,21-11-2021,True,5,Good product,Very satisfied product. To get FaceTime make region changes in general settings,https://www.amazon.ae/gp/customer-reviews/R28DMQS81TC6XD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 21 November 2021,Size: 128 GBColour: Blue,B09G9DZFQ7
786,NEGATIVE,0.8201537728309631,0.0,1.0,0.0,0.0,0.2327028,0.74056363,0.026733616,0.74056363,Neutral,B09G9J5JZX,United Arab Emirates,09-09-2023,True,1,كان مستخدم,مستخدم والضمان ناقص مده 16 يوم,https://www.amazon.ae/gp/customer-reviews/RYZP4FQGLF3DX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 9 September 2023,Size: 128 GBColour: Blue,B09G9DZFQ7
787,POSITIVE,0.9998455047607422,0.0,0.448,0.552,0.5719,0.0048693325,0.06910871,0.926022,0.926022,Positive,B09G9J5JZX,United Arab Emirates,18-02-2022,True,5,Good quality,Happy with the phone,https://www.amazon.ae/gp/customer-reviews/R2ALL9ORH74B6F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 18 February 2022,Size: 128 GBColour: Blue,B09G9DZFQ7
788,NEGATIVE,0.9953051805496216,0.07,0.75,0.18,0.5229,0.4713724,0.3740544,0.1545732,0.4713724,Negative,B09G9J5JZX,United Arab Emirates,03-12-2021,True,2,Need to be absolutely TRUE in describing things !!,Product looks good and super fast delivery but no Facetime.Please dont write such things to dodge customers as your overall ratings get impacted. I dont use Facetime and thats why it is not bothering me.,https://www.amazon.ae/gp/customer-reviews/R3BLAX38SUQZ94/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9DZFQ7,Reviewed in the United Arab Emirates on 3 December 2021,Size: 128 GBColour: Blue,B09G9DZFQ7
